,BatteryPower,InternalMemory,ClockSpeed,NoOfCores,RAM,TalkTime,DualSim,3G,4G,WiFi,Bluetooth,MobileDepth,MobileWeight,TouchScreen,ScreenHeight,ScreenWidth,FrontCameraPx,RearCameraPX,PriceRange,Total Resolution
564,574,38,2.8,6,3269,10,1,0,0,0,0,0.1,90,1,8,7,16,17,2,334906
565,1271,32,0.5,7,445,14,0,0,0,1,1,0.1,113,0,15,14,12,15,0,2631150
566,1170,30,1.2,8,1073,8,0,1,0,0,1,0.4,83,1,6,4,4,15,0,46494
567,1269,52,1.3,2,665,5,0,0,0,0,1,0.8,118,0,18,5,14,15,1,3066240
568,1288,50,2.8,2,3129,2,1,0,0,0,0,0.1,121,0,17,6,15,20,3,2129193
569,1366,34,0.7,2,3501,3,1,1,1,0,1,0.1,150,0,13,11,0,9,3,387528
570,1572,8,0.8,5,3461,10,1,1,1,1,1,0.8,169,1,6,3,7,8,3,713749
571,1627,32,0.9,6,3206,16,1,1,1,0,0,0.1,180,1,12,6,9,16,3,56264
572,1701,46,0.5,2,3717,10,0,1,1,0,1,0.9,115,1,11,0,13,15,3,301392
573,1900,55,0.5,1,3917,18,1,1,1,1,1,0.9,171,0,15,5,0,1,3,1159094
574,1974,24,1.0,7,861,6,0,1,0,1,0,0.3,80,0,7,4,4,13,0,136250
575,1197,20,0.5,5,2885,14,1,1,0,1,1,0.1,129,1,19,7,9,10,2,365940
576,587,6,2.3,1,2777,14,1,1,0,0,1,0.7,170,1,9,2,4,16,2,1097316
577,934,24,1.1,5,1017,9,0,0,0,1,0,0.8,112,0,12,7,7,12,0,1625393
578,1195,23,2.0,4,980,17,1,1,1,0,0,0.1,82,0,13,9,1,9,0,179300
579,1853,23,1.0,1,2775,17,0,1,0,0,1,0.4,92,0,14,4,2,15,3,394102
580,1164,19,1.0,8,3309,3,0,1,1,1,0,0.9,95,0,15,3,4,18,3,1242216
581,1512,18,0.5,3,3607,6,0,1,1,1,1,0.1,88,1,12,10,8,17,3,2046863
582,1232,24,2.9,5,1257,16,1,1,1,0,0,0.3,169,0,16,10,1,17,0,292049
583,1813,5,0.6,3,759,14,1,1,1,0,1,0.2,198,1,9,3,0,8,0,441428
584,946,5,2.6,3,3720,4,1,0,0,0,1,0.1,166,1,15,7,17,20,3,3007158
585,739,58,2.3,3,475,6,1,1,1,1,1,0.1,88,0,7,6,2,4,0,1615872
586,704,29,2.7,1,1122,10,0,1,1,1,1,0.2,80,1,9,3,8,10,0,1671972
587,1663,40,0.5,4,1336,15,0,1,0,0,1,0.6,147,0,8,5,0,15,1,1469295
588,1966,40,1.4,8,1185,20,1,0,0,0,1,0.9,185,1,11,2,2,18,2,2378439
589,1219,17,1.0,5,705,6,1,0,0,1,0,0.7,196,1,11,3,0,4,0,483406
590,612,35,0.7,5,3169,6,0,0,0,0,1,0.6,181,0,14,9,6,12,2,1730078
591,1658,39,1.4,1,3483,15,0,1,1,1,1,0.7,182,0,10,1,0,5,3,214020
592,1263,64,0.5,5,1183,17,0,0,0,1,0,0.3,175,0,14,3,12,18,1,335174
593,1395,55,2.8,3,3373,16,0,1,1,0,1,0.6,118,1,11,2,0,1,3,1397434
594,621,54,2.7,4,2801,5,1,1,0,1,1,0.1,151,1,6,1,0,20,2,394940
595,652,58,0.5,3,565,9,1,0,0,1,0,0.6,142,0,18,12,1,2,0,362384
596,1175,25,0.6,2,3153,12,0,1,0,0,0,0.1,145,0,9,4,10,12,2,205637
597,561,11,1.0,8,3421,5,0,1,0,1,1,0.1,163,1,16,2,0,10,2,578592
598,1137,3,2.2,5,316,17,0,1,1,0,0,0.9,173,0,15,14,6,7,0,1606250
599,1835,11,2.3,7,448,14,0,1,1,0,1,0.1,193,0,18,17,4,13,0,224455
600,1170,40,2.9,6,2366,2,1,1,0,1,0,0.4,169,1,16,8,2,5,1,292068
601,1595,44,0.8,4,3881,9,1,1,1,1,1,0.7,85,0,14,10,0,20,3,1882112
602,1719,12,2.0,8,462,5,0,0,0,0,1,0.3,122,0,6,3,0,7,0,216960
603,1770,7,2.3,7,1480,17,1,1,0,0,0,0.8,128,0,6,1,0,6,1,1375072
604,1312,28,0.5,2,1087,14,1,1,1,0,0,0.8,163,0,17,16,0,0,1,2285982
605,1878,56,1.5,5,2711,3,1,1,1,1,0,0.3,139,1,8,2,5,13,2,102297
606,1871,20,2.0,7,2144,12,0,1,1,1,1,0.1,81,1,13,12,7,14,2,148016
607,922,35,1.5,7,1165,4,1,1,1,1,0,0.9,188,1,19,6,1,15,0,1405128
608,1975,16,1.5,8,2998,13,0,1,1,0,1,0.9,128,1,5,4,6,11,2,52400
609,1212,46,2.6,4,2249,4,0,1,1,1,0,0.3,102,1,14,3,1,8,2,1047865
610,1430,56,0.9,3,752,17,0,0,0,1,1,0.1,179,0,17,8,3,5,0,515514
611,1958,4,1.9,2,1409,3,1,0,0,0,1,0.2,190,0,16,5,0,3,1,193648
612,1836,30,2.1,7,3072,5,1,1,1,0,1,0.2,184,1,7,3,0,15,3,339480
613,557,24,1.6,3,1305,3,0,1,0,1,1,0.5,125,0,12,8,0,0,0,1487265
614,539,21,0.6,7,3597,9,1,0,0,0,1,0.1,145,0,14,5,9,14,2,330049
615,880,44,0.5,8,3132,6,1,0,0,1,0,0.5,172,1,8,7,1,15,2,567672
616,1369,34,1.8,1,3856,18,1,0,0,1,1,0.5,162,1,18,4,6,7,3,402031
617,1109,39,2.7,1,1524,7,1,1,0,1,1,0.4,98,1,15,10,1,9,1,2485717
618,843,16,1.8,5,3673,20,1,1,0,1,0,0.1,166,0,12,1,0,6,3,1075176
619,598,21,2.3,2,3293,7,1,1,0,1,0,0.7,196,0,8,4,7,10,2,797640
620,972,5,2.7,4,3035,19,1,1,0,1,1,1.0,126,0,12,7,1,2,2,560592
621,1944,36,0.5,6,584,13,0,1,1,0,1,0.1,197,1,17,14,5,18,1,2088200
622,1225,2,0.7,7,2675,15,1,1,1,0,0,0.6,138,1,12,11,0,1,2,238917
623,644,30,1.3,1,2382,19,1,1,1,1,1,0.5,114,0,9,0,7,16,2,1885560
624,1919,48,1.5,4,1391,12,0,1,1,1,0,0.8,150,0,19,13,5,6,1,362064
625,501,54,2.3,4,2346,2,0,1,1,1,0,0.3,131,0,13,12,12,19,1,548856
626,1620,30,2.2,3,606,18,1,1,1,0,1,0.2,185,0,6,0,0,3,0,859456
627,1227,34,1.1,3,1324,12,1,0,0,1,1,0.2,130,1,7,3,0,3,1,1665235
628,1359,58,0.5,6,1076,4,1,1,1,1,1,0.5,107,1,16,8,1,3,0,401846
629,1914,35,0.7,8,643,8,0,1,0,1,0,0.6,118,0,17,1,1,2,1,1602342
630,1645,21,1.8,7,783,20,0,1,0,0,1,0.7,123,0,10,8,1,2,0,1173276
631,1063,26,1.1,5,3809,5,0,1,1,1,1,0.8,101,0,17,16,0,2,3,1488256
632,946,19,2.1,8,2104,16,0,1,1,0,0,0.2,154,1,7,4,0,0,1,100170
633,1231,54,1.2,3,1762,6,1,1,0,0,0,0.8,185,1,5,3,5,10,1,748288
634,1397,9,2.9,6,3137,11,1,1,0,1,0,0.5,87,1,12,1,13,18,3,2604228
635,701,15,0.7,3,1756,17,0,1,0,1,1,0.5,160,1,6,3,7,11,1,1258512
636,570,9,0.5,7,3663,14,1,0,0,0,1,0.3,111,0,14,10,2,5,3,2551527
637,1993,27,0.5,8,2437,9,0,1,1,0,1,0.3,147,0,14,0,10,11,2,76500
638,955,43,0.5,5,1432,9,1,1,0,1,0,0.9,143,1,12,9,4,8,1,1885728
639,924,47,0.5,8,1620,12,1,1,1,0,0,0.3,167,0,17,15,0,6,1,195804
640,600,14,0.5,5,1655,9,0,0,0,0,0,0.8,112,0,18,0,0,2,0,239040
641,518,3,0.8,7,2832,8,1,1,0,1,0,0.1,178,0,5,0,0,1,2,850839
642,1063,31,2.5,6,961,5,0,1,1,0,1,0.9,95,1,16,6,0,10,0,275825
643,920,46,0.5,3,2608,2,0,0,0,1,1,0.8,149,0,6,0,2,3,2,1503418
644,1715,3,1.9,5,514,13,0,1,1,0,0,0.1,171,0,7,4,4,6,0,130508
645,1841,14,1.3,8,2304,18,1,0,0,1,1,0.6,167,0,7,1,6,8,2,398496
646,543,60,0.5,5,933,5,1,1,1,0,1,0.7,132,1,14,0,4,7,0,714483
647,1762,25,2.7,1,1896,20,1,1,1,1,1,0.9,189,1,14,10,13,14,1,158100
648,1112,53,0.5,4,3655,20,1,1,0,0,1,0.6,121,1,7,3,1,16,3,172926
649,709,35,2.0,1,1973,16,1,0,0,1,1,0.1,136,1,12,9,0,0,1,2465820
650,1315,64,2.6,7,3278,13,0,0,0,0,1,0.8,128,0,6,3,7,16,2,33925
651,1762,15,2.5,8,2183,11,0,1,1,0,1,0.3,107,1,8,3,10,11,2,1504492
652,1462,25,1.7,7,824,13,1,1,0,1,1,0.2,182,0,15,5,1,18,0,134498
653,571,35,1.6,7,2598,8,1,1,0,0,0,0.2,186,1,13,5,8,20,1,226914
654,666,54,0.5,3,1254,9,1,1,1,1,1,0.4,81,1,15,9,7,13,0,78474
655,1994,7,1.5,8,3622,20,1,1,1,1,0,0.5,146,0,7,0,2,7,3,641445
656,1583,14,2.1,7,1704,2,1,1,0,1,1,0.7,148,0,17,13,11,16,2,1555242
657,1778,45,1.4,4,1624,9,1,1,1,0,0,1.0,132,1,15,13,3,17,1,45408
658,1926,50,1.1,6,3809,17,0,1,1,0,1,0.2,179,1,17,12,13,17,3,371000
659,966,50,0.6,4,2574,5,0,1,1,1,1,0.2,117,0,10,1,9,10,2,2536284
660,568,36,2.0,3,950,9,0,1,0,0,0,0.3,179,0,17,9,1,4,0,308243
661,1897,21,3.0,8,273,3,0,1,1,1,0,0.5,192,1,17,6,1,2,0,2536785
662,1695,46,0.5,3,446,15,1,1,1,1,0,0.7,200,1,16,13,6,9,1,3399318
663,1623,61,1.2,7,1510,17,0,1,1,0,1,0.9,120,1,12,10,6,12,2,2872576
664,914,26,0.5,4,1122,2,0,1,1,1,1,0.7,147,1,12,9,0,0,0,509026
665,1721,33,0.5,4,707,5,1,1,1,1,1,0.5,128,1,19,2,4,5,0,912808
666,890,44,2.2,8,751,3,1,0,0,0,1,0.5,198,0,7,3,4,13,0,2011602
667,600,48,0.5,3,3393,8,0,1,0,0,0,0.8,191,0,12,7,1,7,2,733965
668,1677,11,1.8,6,3771,12,1,1,0,0,0,0.7,124,0,15,6,4,8,3,400267
669,723,3,0.5,4,1851,16,0,1,1,0,0,0.2,168,0,15,3,0,3,1,1608160
670,638,27,1.7,4,2735,9,1,1,0,0,0,0.5,102,1,7,2,11,17,2,1619493
671,852,62,1.0,7,2253,7,1,1,1,0,0,0.7,104,1,17,4,4,13,1,339587
672,1979,32,1.6,7,452,14,1,0,0,0,1,0.2,165,1,13,6,0,1,0,1357790
673,710,32,0.5,5,1419,18,0,0,0,0,1,0.8,151,1,12,11,6,9,0,415645
674,1034,45,2.6,3,969,7,1,1,1,0,0,0.3,190,0,15,1,2,4,0,235326
675,600,22,2.5,1,3441,5,1,1,1,0,0,0.1,145,0,19,1,8,11,2,240534
676,1027,64,0.5,2,3786,12,0,1,1,0,0,0.9,103,0,17,12,2,7,3,2966406
677,1260,13,0.6,6,2710,8,0,1,1,0,0,1.0,106,1,13,1,5,6,2,121440
678,1793,12,1.8,6,3533,15,1,1,0,1,0,0.5,169,1,16,14,10,17,3,1539948
679,675,60,2.3,5,1735,13,0,1,0,1,0,0.9,144,0,7,0,10,15,0,145344
680,658,12,2.7,7,3587,20,0,1,1,0,1,0.9,103,0,14,11,0,3,3,2023000
681,1694,34,0.6,7,2298,2,0,1,1,0,1,0.3,102,1,17,5,0,7,2,206973
682,804,41,0.8,1,2027,11,1,1,1,0,1,0.9,89,0,11,5,12,13,1,579962
683,1713,27,2.5,7,2406,20,1,1,0,1,0,0.9,127,0,13,10,1,3,2,710046
684,706,31,0.5,3,2419,4,0,1,1,1,0,0.1,108,0,8,7,13,19,1,509334
685,1362,25,0.5,7,995,18,0,0,0,1,0,0.8,131,1,7,6,3,9,0,832265
686,1527,60,2.7,5,2078,11,0,1,1,1,0,0.1,154,1,5,3,10,14,2,587016
687,768,19,0.5,2,1145,7,1,0,0,1,0,0.9,159,0,19,1,0,1,0,631267
688,1314,41,2.9,4,626,4,1,1,1,1,0,0.1,155,1,10,4,8,12,0,65201
689,705,57,0.5,6,1509,18,0,1,1,1,1,0.9,155,1,15,11,5,9,1,1530636
690,1403,26,2.7,5,3371,9,0,1,1,1,0,0.1,164,0,13,9,2,3,3,576711
691,1486,52,2.6,4,297,15,0,0,0,0,0,0.1,85,1,13,1,7,15,0,2498210
692,781,38,1.1,5,3508,5,0,0,0,1,0,0.4,198,0,13,8,2,7,3,508896
693,986,23,1.5,8,2385,19,0,1,1,0,1,0.8,183,0,16,9,1,3,1,376800
694,1310,33,1.4,1,1301,19,0,0,0,1,0,0.4,105,0,13,12,0,14,1,818896
695,560,57,2.0,3,2167,7,1,1,1,1,1,0.3,81,0,11,10,6,12,1,106160
696,1348,43,1.3,5,3914,8,0,1,0,1,0,0.4,116,0,10,3,0,6,3,102204
697,1567,22,0.5,6,2312,18,1,1,0,0,0,0.5,119,0,9,1,3,6,2,883445
698,1940,17,0.9,5,2297,8,1,0,0,0,1,0.7,93,1,14,6,4,7,2,96096
699,1979,19,2.9,3,411,2,1,1,1,1,1,1.0,176,1,8,2,0,9,0,2039092
700,561,2,2.1,3,665,4,1,1,1,0,1,0.1,193,1,10,0,7,13,0,1365170
701,1717,62,1.3,1,3226,5,0,0,0,0,1,0.7,130,1,6,4,1,3,3,493290
702,535,48,1.5,1,740,18,0,1,1,0,0,0.7,113,1,11,10,1,4,0,235190
703,1413,39,0.5,5,3878,4,1,1,1,0,0,0.1,185,0,19,16,4,12,3,1369402
704,1358,20,2.5,7,3406,11,1,0,0,1,0,0.6,135,0,5,1,0,0,3,2457675
705,1519,30,2.9,7,2440,10,0,1,0,1,0,0.7,112,1,9,5,2,8,2,1909644
706,1254,50,1.2,5,3959,17,1,1,0,0,0,0.7,108,1,10,4,2,6,3,468006
707,1591,49,2.2,6,3703,20,0,1,1,0,1,0.4,154,1,17,6,3,7,3,2606072
708,977,35,2.8,2,3714,10,1,0,0,1,1,0.6,165,1,19,3,2,15,3,2796724
709,1640,21,0.7,7,337,5,0,1,1,0,1,0.8,169,1,16,3,10,14,0,766289
710,663,25,0.8,2,3176,2,1,1,0,1,0,0.6,183,0,6,2,0,1,2,131610
711,1744,20,1.0,8,1205,14,0,1,1,0,1,0.5,112,0,18,7,1,3,1,48824
712,1624,28,1.6,2,2473,2,1,1,0,0,0,0.4,150,0,16,11,8,10,2,481611
713,1108,2,1.3,7,1229,4,1,1,1,0,1,0.3,169,1,5,3,14,20,0,362336
714,1188,9,1.4,2,2896,16,1,1,1,1,1,0.6,114,0,12,11,0,0,3,2086162
715,817,11,1.3,3,2039,19,0,0,0,0,0,0.5,144,1,11,6,0,11,1,553052
716,863,6,1.6,4,520,18,1,1,1,1,0,0.7,133,0,10,2,5,13,0,1289883
717,1397,3,2.4,3,1378,4,1,1,1,1,0,0.2,121,1,18,15,5,15,1,717914
718,1108,49,1.0,5,3254,16,0,1,0,0,0,0.7,140,0,12,0,3,12,3,2162468
719,1068,37,2.0,7,1803,7,1,1,1,0,0,0.9,184,0,5,4,1,13,1,371628
720,1702,52,2.3,2,2501,4,0,1,1,0,1,0.5,145,0,16,12,12,15,3,2082927
721,808,8,0.5,4,3762,12,1,1,0,1,0,0.1,192,0,15,9,0,1,3,1168638
722,1156,61,0.5,7,1796,13,0,0,0,1,0,0.1,89,1,16,6,6,9,1,1532068
723,1271,54,0.5,8,990,6,1,0,0,1,0,0.1,159,1,14,11,2,3,0,398450
724,696,51,0.5,3,2630,9,0,0,0,1,0,0.3,197,0,18,8,6,8,1,588643
725,1981,45,1.9,6,1380,13,1,0,0,0,1,0.3,175,1,10,1,13,18,1,238162
726,614,58,1.7,7,3487,11,1,1,1,1,0,0.2,128,1,15,6,0,2,2,11418
727,1590,7,0.6,3,1201,18,1,1,0,1,0,0.3,122,1,12,3,0,17,1,2335080
728,1945,21,1.6,3,3015,15,0,0,0,0,0,0.7,113,0,6,1,4,10,3,250600
729,1135,43,2.8,1,3204,6,1,1,0,0,1,0.4,158,0,18,13,9,11,3,1096410
730,1049,2,0.6,6,433,6,1,1,1,0,0,0.3,172,0,10,7,8,10,0,60996
731,1807,49,2.1,1,1906,13,0,0,0,1,1,0.8,125,1,17,13,2,10,2,466408
732,984,42,0.5,7,898,13,0,1,1,0,1,0.8,98,1,16,8,13,17,0,1668996
733,720,61,1.4,7,2799,15,1,1,1,1,1,0.6,96,0,5,3,0,8,3,2334351
734,1536,13,0.8,7,2020,16,0,1,0,0,0,0.3,105,1,6,0,12,20,2,35948
735,771,25,0.5,4,770,20,0,0,0,0,1,1.0,86,1,12,1,3,6,0,301494
736,503,57,2.5,6,305,16,0,0,0,1,0,0.6,185,0,11,8,3,11,0,1004398
737,675,42,2.4,7,2953,13,0,1,0,0,0,0.6,187,1,9,5,1,2,2,421268
738,1936,34,1.9,7,1671,9,1,1,1,1,1,0.2,182,0,6,1,13,14,1,643599
739,1303,15,1.0,3,2574,14,1,1,1,1,0,0.1,138,1,12,4,0,10,2,367316
740,1004,35,2.9,6,3772,18,1,0,0,1,1,0.2,141,1,17,8,0,9,3,1046962
741,1972,37,1.2,2,2870,17,1,0,0,0,0,0.7,102,0,16,0,0,1,3,1178320
742,1822,8,1.2,6,2577,8,0,1,0,0,0,0.2,195,1,9,5,0,0,2,156520
743,1159,18,2.8,1,2246,3,0,1,1,0,1,0.5,83,1,8,1,5,7,1,492363
744,1782,58,2.8,1,2405,16,1,1,1,1,1,0.8,157,0,15,0,6,13,2,866133
745,894,16,2.1,8,3377,6,1,1,0,1,0,0.7,168,1,5,1,16,20,2,371800
746,1884,43,2.1,1,3619,7,1,1,1,1,0,0.8,185,1,14,8,7,18,3,369369
747,1648,17,0.5,2,1184,2,0,1,1,1,1,0.9,142,0,6,2,1,3,1,1385322
748,798,4,2.4,3,2965,14,0,1,0,0,0,0.2,96,1,15,7,5,9,2,338218
749,802,45,2.4,3,3713,8,1,0,0,0,1,0.8,157,0,8,3,1,9,3,2121267
750,1276,53,2.9,2,3798,8,1,1,0,1,1,0.3,130,1,19,10,2,3,3,159495
751,1331,16,1.6,2,1026,20,0,1,0,1,1,0.5,165,0,13,5,0,7,1,1359634
752,1620,5,2.6,6,1086,13,1,1,0,0,0,0.9,186,0,18,14,6,18,1,581126
753,1996,51,2.5,4,2236,12,0,1,1,1,0,0.4,122,0,8,7,5,9,2,969595
754,1092,45,2.7,1,1303,20,1,0,0,1,0,0.8,185,1,12,3,8,10,1,1999296
755,1018,63,0.7,5,3048,2,1,0,0,1,1,0.1,155,0,10,3,7,18,2,755848
756,545,11,0.5,3,616,19,0,1,1,1,0,0.3,131,1,15,6,0,1,0,553212
757,554,12,1.3,6,3764,4,0,0,0,1,1,0.1,105,1,10,7,0,10,2,68510
758,1264,34,2.9,3,419,3,1,1,1,1,0,0.2,171,1,7,4,2,3,0,477138
759,1030,58,1.6,6,2858,18,1,1,1,1,0,0.2,138,1,6,2,3,20,3,2013132
760,1432,39,1.7,4,504,10,1,1,1,0,1,0.3,164,1,14,4,6,18,0,197923
761,558,49,2.8,5,392,8,0,1,1,1,1,0.8,142,1,10,5,1,4,0,1600185
762,829,56,0.5,7,820,11,0,1,0,1,0,0.6,129,0,12,6,0,1,0,174356
763,1741,14,1.8,8,3387,3,0,1,0,0,1,0.7,143,0,11,3,0,0,3,1383350
764,1849,15,2.3,5,3447,19,0,1,1,1,1,0.4,144,0,14,11,7,19,3,680538
765,733,7,2.1,7,1403,2,0,1,1,0,0,0.2,174,1,15,8,5,10,0,627005
766,1872,16,0.9,2,2295,16,1,0,0,1,1,0.5,80,0,15,11,0,2,2,424424
767,1853,27,0.5,6,1973,8,1,1,0,1,0,0.3,197,0,10,2,1,13,2,989925
768,1149,30,2.2,6,3755,8,0,1,0,0,1,0.2,106,0,17,14,4,5,3,2708475
769,891,25,0.5,2,2073,10,1,1,1,1,0,0.3,196,0,7,1,9,19,1,646500
770,1911,64,2.0,8,3872,11,0,1,1,0,1,0.6,163,1,9,8,7,8,3,3514610
771,550,23,0.5,2,302,8,0,1,1,0,1,0.1,145,0,18,5,16,17,0,937980
772,576,27,0.8,2,1519,8,0,1,1,1,0,0.1,121,0,18,6,0,4,1,1149126
773,1760,50,1.9,1,2549,4,0,1,1,0,0,0.8,198,1,10,8,1,2,2,465192
774,969,45,2.4,7,404,19,0,1,0,1,0,0.3,124,0,18,5,0,0,0,289199
775,1160,63,1.1,3,595,15,0,1,1,1,0,0.7,166,0,18,4,1,2,0,654558
776,827,18,1.1,2,1663,17,1,1,1,1,0,0.9,160,1,14,0,2,16,0,367808
777,1786,58,0.5,7,2764,7,0,1,1,1,0,0.7,161,1,9,3,9,10,3,386001
778,774,8,0.6,1,2614,14,1,1,1,1,1,0.4,136,1,7,0,2,4,2,3194745
779,819,11,2.5,8,1094,15,1,1,1,0,1,0.2,83,0,10,5,0,1,0,360036
780,1042,11,2.2,5,2826,2,0,1,1,0,0,0.6,139,0,18,0,15,16,2,69224
781,1368,50,3.0,7,2496,5,1,0,0,1,0,0.2,97,1,13,6,10,18,2,578642
782,1592,50,2.1,2,2103,7,0,1,1,0,0,0.1,181,0,19,8,6,17,1,266220
783,1067,14,1.8,1,966,13,1,0,0,1,0,0.2,146,0,5,0,11,15,0,973685
784,1892,47,0.7,4,2172,3,0,1,0,1,1,0.4,110,1,17,14,5,10,2,2188036
785,915,56,1.1,8,905,12,0,0,0,0,0,0.6,187,1,19,10,6,17,0,770336
786,774,55,2.8,3,3916,12,0,1,1,0,1,0.9,124,1,8,1,7,18,3,7168
787,1848,42,1.4,2,3902,3,1,1,1,1,1,0.7,179,0,11,9,2,10,3,93170
788,1501,2,1.1,1,2487,16,0,1,1,1,0,0.2,187,1,13,12,12,15,2,209088
789,1614,55,1.9,3,3914,13,0,1,1,0,0,0.3,188,0,17,13,8,17,3,1143800
790,911,46,2.9,5,363,17,0,0,0,0,1,0.1,181,1,9,5,0,1,0,308870
791,1520,24,0.5,5,3233,4,0,1,1,1,0,0.7,199,0,13,3,1,8,3,208081
792,1647,38,1.4,6,2532,15,1,1,1,1,0,0.3,102,0,16,14,3,15,2,228705
793,1347,53,0.9,6,3836,14,1,1,1,1,0,0.8,108,0,15,3,8,15,3,968688
794,967,25,1.6,8,3076,18,0,0,0,1,1,0.6,92,1,7,4,4,9,2,399006
795,1442,56,2.2,5,1513,7,0,1,1,0,0,0.7,145,1,11,8,0,3,2,2712168
796,1204,10,2.6,7,1724,19,0,1,0,0,1,0.3,199,0,11,2,0,3,1,711360
797,1320,41,2.1,7,542,14,1,1,1,0,0,0.6,144,1,11,1,0,2,0,151167
798,1800,8,0.7,7,3481,8,0,1,1,1,1,0.4,100,0,10,8,2,6,3,329200
799,1567,22,2.1,3,3991,10,1,1,0,0,0,0.8,153,0,15,2,3,19,3,251940
800,1439,20,0.9,1,1790,15,0,1,1,1,0,0.8,147,0,19,12,12,17,1,583432
801,1422,3,1.0,1,509,3,0,1,0,1,0,0.1,112,1,19,1,15,17,0,926
802,1591,52,2.2,3,282,14,1,1,1,1,1,1.0,161,1,10,9,4,16,0,899268
803,880,6,1.7,4,3006,3,0,1,0,0,0,0.6,198,0,6,4,2,19,2,417120
804,1929,19,0.5,6,1913,6,1,1,1,0,1,1.0,163,1,12,7,0,2,1,366799
805,1642,5,1.6,5,1333,2,1,0,0,1,1,0.4,102,0,18,0,0,2,2,3184854
806,1511,21,2.5,3,3746,5,1,1,0,0,0,0.2,114,0,10,0,3,18,3,2883810
807,1312,10,1.3,2,3941,13,0,1,1,1,0,0.6,163,1,6,2,5,9,3,84835
808,1852,10,1.4,1,3970,11,0,1,1,1,0,0.7,196,0,13,1,4,18,3,674540
809,972,44,1.3,7,3925,7,0,0,0,0,1,0.7,82,1,7,6,8,10,3,174933
810,691,33,2.7,4,424,15,1,1,1,1,1,0.9,108,1,5,3,4,8,0,914862
811,807,8,0.5,5,1284,2,0,0,0,1,0,0.3,158,1,17,13,9,20,0,464899
812,1113,25,0.6,1,277,12,1,1,0,1,0,0.3,145,0,11,2,0,10,0,1373664
813,721,16,1.3,1,1713,4,1,0,0,1,1,0.9,125,1,10,3,10,18,1,759696
814,1188,54,1.5,6,485,7,1,0,0,0,1,0.3,198,1,12,7,0,2,0,1689350
815,1512,52,0.5,1,3002,7,0,0,0,1,1,0.1,131,0,6,5,1,14,2,317016
816,805,64,0.7,4,418,17,0,0,0,1,1,0.1,97,1,11,6,0,14,0,451264
817,918,8,0.9,7,1652,14,1,1,0,0,0,0.1,123,1,17,4,1,5,1,438163
818,1320,48,0.5,5,2893,9,1,0,0,1,0,0.2,168,0,8,5,7,16,2,163049
819,1236,57,0.9,1,1406,20,1,1,1,1,0,0.1,188,0,14,12,2,14,0,418253
820,1387,61,0.5,3,629,11,0,1,1,0,0,0.5,98,1,5,3,0,0,0,903535
821,1883,30,2.7,2,3724,20,1,1,1,1,1,0.5,95,1,16,15,6,10,3,420021
822,839,14,2.0,7,3835,11,1,1,0,0,0,0.4,175,0,15,8,0,3,3,784524
823,1593,52,1.0,8,1354,13,0,1,1,1,1,0.7,130,1,15,13,0,0,1,1016696
824,1722,25,1.0,6,2376,19,0,0,0,1,1,0.8,88,0,5,1,7,19,3,1931202
825,1954,7,0.6,3,3438,13,1,1,0,0,0,0.9,126,0,17,12,8,9,3,464370
826,1788,2,0.5,6,2655,4,1,1,1,1,1,0.3,150,0,12,2,15,20,2,506456
827,1628,33,0.5,6,3361,13,0,1,1,0,0,0.9,101,0,16,10,5,8,3,264916
828,1965,4,0.5,7,3535,16,0,1,1,1,0,1.0,84,1,17,0,6,9,3,1621820
829,833,27,2.2,1,2150,7,0,0,0,1,1,0.9,124,1,9,5,4,6,1,500805
830,571,43,0.6,3,2587,18,0,1,1,0,0,0.5,141,0,7,5,1,8,1,175392
831,1808,31,0.5,2,2736,8,1,0,0,1,1,0.5,92,0,9,1,1,16,3,862512
832,1860,55,0.5,6,676,4,1,1,1,1,0,0.7,83,0,15,0,2,3,0,155805
833,1368,9,1.6,7,2941,17,1,0,0,0,1,0.1,115,1,13,12,4,7,3,965235
834,1161,21,1.3,8,3336,14,1,1,1,1,0,0.6,126,0,6,4,0,12,3,360052
835,1224,33,1.6,1,3796,13,0,1,0,0,1,1.0,157,1,10,5,9,18,3,293886
836,902,63,0.6,5,3654,15,1,0,0,1,1,0.7,122,1,18,8,0,14,3,495040
837,787,11,0.5,1,2934,14,0,1,0,1,1,0.6,93,0,8,6,15,16,2,1146938
838,854,30,0.5,8,2889,11,0,0,0,1,0,0.5,125,0,5,2,2,5,2,596736
839,1184,48,1.5,1,3315,14,1,1,1,1,0,0.6,191,1,17,7,1,6,3,818463
840,1973,39,1.6,4,1993,5,1,1,1,0,0,0.8,152,0,9,0,5,6,2,935352
841,510,35,1.7,3,2509,11,1,0,0,1,0,0.8,120,1,17,2,3,6,1,469096
842,966,34,2.0,2,3534,11,0,1,1,1,0,0.5,118,1,18,17,8,10,3,325922
843,1438,16,1.8,8,2246,15,0,0,0,0,1,0.6,169,0,14,11,3,7,2,744753
844,1986,51,0.5,3,3165,13,0,1,0,0,0,0.4,95,0,5,0,7,9,3,264708
845,1907,55,2.0,7,286,17,0,1,0,1,0,0.9,105,0,14,4,13,15,0,1078769
846,1489,32,2.4,1,776,8,1,0,0,0,0,0.6,200,0,7,6,8,16,0,139664
847,1843,16,1.8,6,3213,15,1,1,1,0,1,0.7,134,1,15,14,13,18,3,68440
